leu	-180.0	-180.0	6.754479e-005	9.602720e+000
leu	-170.0	-180.0	1.222275e-004	9.009627e+000
leu	-160.0	-180.0	2.201144e-004	8.421363e+000
leu	-150.0	-180.0	3.891282e-004	7.851602e+000
leu	-140.0	-180.0	6.405763e-004	7.353142e+000
leu	-130.0	-180.0	9.184197e-004	6.992856e+000
leu	-120.0	-180.0	1.117921e-003	6.796284e+000
leu	-110.0	-180.0	1.210101e-003	6.717051e+000
leu	-100.0	-180.0	1.267411e-003	6.670779e+000
leu	 -90.0	-180.0	1.348491e-003	6.608769e+000
leu	 -80.0	-180.0	1.368737e-003	6.593867e+000
leu	 -70.0	-180.0	1.115863e-003	6.798127e+000
leu	 -60.0	-180.0	6.259932e-004	7.376171e+000
leu	 -50.0	-180.0	2.310934e-004	8.372689e+000
leu	 -40.0	-180.0	6.056331e-005	9.711821e+000
leu	 -30.0	-180.0	1.391786e-005	1.118234e+001
leu	 -20.0	-180.0	4.516083e-006	1.230787e+001
leu	 -10.0	-180.0	3.286599e-006	1.262566e+001
leu	   0.0	-180.0	3.941439e-006	1.244396e+001
leu	  10.0	-180.0	5.350221e-006	1.213837e+001
leu	  20.0	-180.0	7.214860e-006	1.183937e+001
leu	  30.0	-180.0	9.250288e-006	1.159086e+001
leu	  40.0	-180.0	1.106129e-005	1.141206e+001
leu	  50.0	-180.0	1.222366e-005	1.131214e+001
leu	  60.0	-180.0	1.244885e-005	1.129388e+001
leu	  70.0	-180.0	1.171384e-005	1.135474e+001
leu	  80.0	-180.0	1.026284e-005	1.148698e+001
leu	  90.0	-180.0	8.486197e-006	1.167707e+001
leu	 100.0	-180.0	6.771098e-006	1.190285e+001
leu	 110.0	-180.0	5.421694e-006	1.212510e+001
leu	 120.0	-180.0	4.685457e-006	1.227105e+001
leu	 130.0	-180.0	4.873258e-006	1.223175e+001
leu	 140.0	-180.0	6.559116e-006	1.193465e+001
leu	 150.0	-180.0	1.086374e-005	1.143008e+001
leu	 160.0	-180.0	1.981940e-005	1.082885e+001
leu	 170.0	-180.0	3.682971e-005	1.020921e+001
leu	-180.0	-170.0	4.358447e-005	1.004081e+001
leu	-170.0	-170.0	7.118830e-005	9.550182e+000
leu	-160.0	-170.0	1.137892e-004	9.081163e+000
leu	-150.0	-170.0	1.789254e-004	8.628541e+000
leu	-140.0	-170.0	2.685797e-004	8.222363e+000
leu	-130.0	-170.0	3.642629e-004	7.917635e+000
leu	-120.0	-170.0	4.340255e-004	7.742407e+000
leu	-110.0	-170.0	4.684440e-004	7.666094e+000
leu	-100.0	-170.0	4.835069e-004	7.634445e+000
leu	 -90.0	-170.0	4.848134e-004	7.631747e+000
leu	 -80.0	-170.0	4.464761e-004	7.714125e+000
leu	 -70.0	-170.0	3.368888e-004	7.995758e+000
leu	 -60.0	-170.0	1.882339e-004	8.577825e+000
leu	 -50.0	-170.0	7.650892e-005	9.478103e+000
leu	 -40.0	-170.0	2.492364e-005	1.059969e+001
leu	 -30.0	-170.0	8.344488e-006	1.169391e+001
leu	 -20.0	-170.0	4.263914e-006	1.236532e+001
leu	 -10.0	-170.0	3.910148e-006	1.245194e+001
leu	   0.0	-170.0	4.963866e-006	1.221333e+001
leu	  10.0	-170.0	6.876008e-006	1.188747e+001
leu	  20.0	-170.0	9.387548e-006	1.157613e+001
leu	  30.0	-170.0	1.212264e-005	1.132044e+001
leu	  40.0	-170.0	1.452492e-005	1.113964e+001
leu	  50.0	-170.0	1.599612e-005	1.104316e+001
leu	  60.0	-170.0	1.614116e-005	1.103414e+001
leu	  70.0	-170.0	1.495489e-005	1.111047e+001
leu	  80.0	-170.0	1.281389e-005	1.126498e+001
leu	  90.0	-170.0	1.028540e-005	1.148478e+001
leu	 100.0	-170.0	7.897865e-006	1.174892e+001
leu	 110.0	-170.0	6.015696e-006	1.202114e+001
leu	 120.0	-170.0	4.860161e-006	1.223444e+001
leu	 130.0	-170.0	4.633685e-006	1.228216e+001
leu	 140.0	-170.0	5.691107e-006	1.207661e+001
leu	 150.0	-170.0	8.719100e-006	1.164999e+001
leu	 160.0	-170.0	1.487326e-005	1.111595e+001
leu	 170.0	-170.0	2.579729e-005	1.056524e+001
leu	-180.0	-160.0	2.734691e-005	1.050691e+001
leu	-170.0	-160.0	4.106312e-005	1.010040e+001
leu	-160.0	-160.0	5.931756e-005	9.732605e+000
leu	-150.0	-160.0	8.381920e-005	9.386848e+000
leu	-140.0	-160.0	1.153745e-004	9.067327e+000
leu	-130.0	-160.0	1.497051e-004	8.806843e+000
leu	-120.0	-160.0	1.780999e-004	8.633166e+000
leu	-110.0	-160.0	1.948695e-004	8.543180e+000
leu	-100.0	-160.0	1.989545e-004	8.522434e+000
leu	 -90.0	-160.0	1.888377e-004	8.574622e+000
leu	 -80.0	-160.0	1.609428e-004	8.734461e+000
leu	 -70.0	-160.0	1.159981e-004	9.061937e+000
leu	 -60.0	-160.0	6.747052e-005	9.603820e+000
leu	 -50.0	-160.0	3.208018e-005	1.034727e+001
leu	 -40.0	-160.0	1.380196e-005	1.119070e+001
leu	 -30.0	-160.0	6.592319e-006	1.192961e+001
leu	 -20.0	-160.0	4.484555e-006	1.231487e+001
leu	 -10.0	-160.0	4.639727e-006	1.228085e+001
leu	   0.0	-160.0	6.112856e-006	1.200512e+001
leu	  10.0	-160.0	8.609391e-006	1.166266e+001
leu	  20.0	-160.0	1.187497e-005	1.134108e+001
leu	  30.0	-160.0	1.542672e-005	1.107941e+001
leu	  40.0	-160.0	1.852127e-005	1.089659e+001
leu	  50.0	-160.0	2.035700e-005	1.080209e+001
leu	  60.0	-160.0	2.041336e-005	1.079932e+001
leu	  70.0	-160.0	1.870521e-005	1.088671e+001
leu	  80.0	-160.0	1.576365e-005	1.105780e+001
leu	  90.0	-160.0	1.236308e-005	1.130080e+001
leu	 100.0	-160.0	9.197757e-006	1.159655e+001
leu	 110.0	-160.0	6.704176e-006	1.191278e+001
leu	 120.0	-160.0	5.078142e-006	1.219057e+001
leu	 130.0	-160.0	4.412798e-006	1.233100e+001
leu	 140.0	-160.0	4.862449e-006	1.223397e+001
leu	 150.0	-160.0	6.769889e-006	1.190303e+001
leu	 160.0	-160.0	1.070715e-005	1.144460e+001
leu	 170.0	-160.0	1.736988e-005	1.096077e+001
leu	-180.0	-150.0	1.765909e-005	1.094426e+001
leu	-170.0	-150.0	2.511875e-005	1.059190e+001
leu	-160.0	-150.0	3.414466e-005	1.028490e+001
leu	-150.0	-150.0	4.514627e-005	1.000560e+001
leu	-140.0	-150.0	5.868340e-005	9.743354e+000
leu	-130.0	-150.0	7.399349e-005	9.511534e+000
leu	-120.0	-150.0	8.818512e-005	9.336072e+000
leu	-110.0	-150.0	9.746193e-005	9.236049e+000
leu	-100.0	-150.0	9.872121e-005	9.223211e+000
leu	 -90.0	-150.0	9.062122e-005	9.308822e+000
leu	 -80.0	-150.0	7.425366e-005	9.508024e+000
leu	 -70.0	-150.0	5.328378e-005	9.839879e+000
leu	 -60.0	-150.0	3.321563e-005	1.031249e+001
leu	 -50.0	-150.0	1.847107e-005	1.089931e+001
leu	 -40.0	-150.0	9.931494e-006	1.151980e+001
leu	 -30.0	-150.0	5.974597e-006	1.202799e+001
leu	 -20.0	-150.0	4.780413e-006	1.225098e+001
leu	 -10.0	-150.0	5.316142e-006	1.214476e+001
leu	   0.0	-150.0	7.192660e-006	1.184245e+001
leu	  10.0	-150.0	1.026062e-005	1.148720e+001
leu	  20.0	-150.0	1.426426e-005	1.115775e+001
leu	  30.0	-150.0	1.861908e-005	1.089132e+001
leu	  40.0	-150.0	2.240015e-005	1.070644e+001
leu	  50.0	-150.0	2.460518e-005	1.061255e+001
leu	  60.0	-150.0	2.458734e-005	1.061328e+001
leu	  70.0	-150.0	2.237758e-005	1.070745e+001
leu	  80.0	-150.0	1.865682e-005	1.088930e+001
leu	  90.0	-150.0	1.440340e-005	1.114805e+001
leu	 100.0	-150.0	1.047699e-005	1.146633e+001
leu	 110.0	-150.0	7.388917e-006	1.181553e+001
leu	 120.0	-150.0	5.317030e-006	1.214460e+001
leu	 130.0	-150.0	4.263225e-006	1.236548e+001
leu	 140.0	-150.0	4.226105e-006	1.237423e+001
leu	 150.0	-150.0	5.313536e-006	1.214525e+001
leu	 160.0	-150.0	7.761213e-006	1.176637e+001
leu	 170.0	-150.0	1.183651e-005	1.134432e+001
leu	-180.0	-140.0	1.250370e-005	1.128949e+001
leu	-170.0	-140.0	1.737845e-005	1.096028e+001
leu	-160.0	-140.0	2.318163e-005	1.067215e+001
leu	-150.0	-140.0	2.999943e-005	1.041433e+001
leu	-140.0	-140.0	3.802448e-005	1.017728e+001
leu	-130.0	-140.0	4.692035e-005	9.967059e+000
leu	-120.0	-140.0	5.521727e-005	9.804235e+000
leu	-110.0	-140.0	6.056691e-005	9.711762e+000
leu	-100.0	-140.0	6.083086e-005	9.707413e+000
leu	 -90.0	-140.0	5.529725e-005	9.802787e+000
leu	 -80.0	-140.0	4.519907e-005	1.000443e+001
leu	 -70.0	-140.0	3.316406e-005	1.031404e+001
leu	 -60.0	-140.0	2.201958e-005	1.072358e+001
leu	 -50.0	-140.0	1.361281e-005	1.120450e+001
leu	 -40.0	-140.0	8.354675e-006	1.169269e+001
leu	 -30.0	-140.0	5.710738e-006	1.207316e+001
leu	 -20.0	-140.0	4.992393e-006	1.220760e+001
leu	 -10.0	-140.0	5.785967e-006	1.206008e+001
leu	   0.0	-140.0	7.957910e-006	1.174134e+001
leu	  10.0	-140.0	1.144799e-005	1.137770e+001
leu	  20.0	-140.0	1.600264e-005	1.104276e+001
leu	  30.0	-140.0	2.096560e-005	1.077263e+001
leu	  40.0	-140.0	2.527717e-005	1.058561e+001
leu	  50.0	-140.0	2.778149e-005	1.049114e+001
leu	  60.0	-140.0	2.773014e-005	1.049299e+001
leu	  70.0	-140.0	2.515893e-005	1.059030e+001
leu	  80.0	-140.0	2.085739e-005	1.077780e+001
leu	  90.0	-140.0	1.595829e-005	1.104553e+001
leu	 100.0	-140.0	1.145053e-005	1.137747e+001
leu	 110.0	-140.0	7.907722e-006	1.174767e+001
leu	 120.0	-140.0	5.499785e-006	1.211080e+001
leu	 130.0	-140.0	4.167048e-006	1.238830e+001
leu	 140.0	-140.0	3.806435e-006	1.247882e+001
leu	 150.0	-140.0	4.386894e-006	1.233689e+001
leu	 160.0	-140.0	5.973848e-006	1.202812e+001
leu	 170.0	-140.0	8.669351e-006	1.165572e+001
leu	-180.0	-130.0	1.009388e-005	1.150358e+001
leu	-170.0	-130.0	1.400808e-005	1.117588e+001
leu	-160.0	-130.0	1.877924e-005	1.088276e+001
leu	-150.0	-130.0	2.434876e-005	1.062303e+001
leu	-140.0	-130.0	3.058435e-005	1.039502e+001
leu	-130.0	-130.0	3.699981e-005	1.020460e+001
leu	-120.0	-130.0	4.251356e-005	1.006569e+001
leu	-110.0	-130.0	4.563792e-005	9.994772e+000
leu	-100.0	-130.0	4.514478e-005	1.000564e+001
leu	 -90.0	-130.0	4.078582e-005	1.010718e+001
leu	 -80.0	-130.0	3.353401e-005	1.030295e+001
leu	 -70.0	-130.0	2.515605e-005	1.059041e+001
leu	 -60.0	-130.0	1.742025e-005	1.095788e+001
leu	 -50.0	-130.0	1.144835e-005	1.137767e+001
leu	 -40.0	-130.0	7.550454e-006	1.179390e+001
leu	 -30.0	-130.0	5.515954e-006	1.210787e+001
leu	 -20.0	-130.0	5.032372e-006	1.219962e+001
leu	 -10.0	-130.0	5.932899e-006	1.203500e+001
leu	   0.0	-130.0	8.207900e-006	1.171041e+001
leu	  10.0	-130.0	1.185044e-005	1.134315e+001
leu	  20.0	-130.0	1.661954e-005	1.100493e+001
leu	  30.0	-130.0	2.183762e-005	1.073188e+001
leu	  40.0	-130.0	2.639280e-005	1.054242e+001
leu	  50.0	-130.0	2.906144e-005	1.044610e+001
